Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
17450558,"Decrypted (Forgotten Ages, #2)",Lindsay Buroker,"Buroker, Lindsay",,"=""""","=""""",0,4.27,"Amazon Digital Services, Inc.",Kindle Edition,361,2013,2013,2022/01/25,2022/01/26,,,read,,,,1,,,0,,,,,
16134259,"Enigma (Forgotten Ages, #1.5)",Lindsay Buroker,"Buroker, Lindsay",,"=""""","=""9781301649266""",0,4.16,Smashwords,ebook,48,2012,2012,2022/01/23,2022/01/26,,,read,,,,1,,,0,,,,,
10218438,"Encrypted (Forgotten Ages/Encrypted, #1)",Lindsay Buroker,"Buroker, Lindsay",,"=""""","=""""",0,4.20,,Kindle Edition,350,2011,2011,2022/01/22,2022/01/26,,,read,,,,1,,,0,,,,,
43078423,The First Girl Child,Amy Harmon,"Harmon, Amy",,"=""1721386963""","=""9781721386963""",5,4.27,Brilliance Audio,Audio CD,391,2019,2019,2022/01/22,2022/01/22,,,read,,,,1,,,0,,,,,
57622797,A Terrible Fall of Angels,Laurell K. Hamilton,"Hamilton, Laurell K.",,"=""1984804464""","=""9781984804464""",0,3.83,Berkley ,Hardcover,400,2021,2021,2022/01/21,2022/01/20,,,read,,,,1,,,0,,,,,
20758068,The Ark Before Noah: Decoding the Story of the Flood,Irving Finkel,"Finkel, Irving",,"=""0385537115""","=""9780385537117""",5,3.95,Nan A. Talese,Hardcover,432,2014,2014,2022/01/20,2022/01/20,,,read,,,,1,,,0,,,,,
58516246,"Riley Thorn and the Corpse in the Closet (Riley Thorn, #2)",Lucy Score,"Score, Lucy",,"=""""","=""""",0,4.61,That's What She Said Publishing,Kindle Edition,452,2021,2021,2022/01/17,2022/01/18,,,read,,,,1,,,0,,,,,
55029958,"Riley Thorn and the Dead Guy Next Door (Riley Thorn, #1)",Lucy Score,"Score, Lucy",,"=""""","=""""",0,4.49,That's What She Said Publishing,Kindle Edition,519,2020,2020,2022/01/15,2022/01/18,,,read,,,,1,,,0,,,,,
60116771,"A Farewell to Charms (Mystic Bayou, #6)",Molly Harper,"Harper, Molly","Amanda Ronconi, Jonathan Davis","=""""","=""""",0,4.21,Audible Studios,Audiobook,,2022,,2022/01/14,2022/01/15,,,read,,,,1,,,0,,,,,
58079726,"Shifters in the Night (Mystic Bayou, #5)",Molly Harper,"Harper, Molly","Amanda Ronconi, Jonathan Davis","=""""","=""""",0,4.08,Audible Originals,Audible Audio,7,2021,2021,2021/05/21,2021/05/22,,,read,,,,2,,,0,,,,,
56222701,"One Fine Fae (Mystic Bayou, #4.5)",Molly Harper,"Harper, Molly",,"=""""","=""""",0,4.08,Audible Originals,Audible Audio,103,2020,2020,2022/01/11,2022/01/15,,,read,,,,1,,,0,,,,,
45913633,"Tiny Gods (The Temple Chronicles, #6)",Shayne Silvers,"Silvers, Shayne",,"=""""","=""""",0,4.51,"Argento Publishing, LLC",Kindle Edition,378,2019,,2022/01/09,2022/01/15,,,read,,,,1,,,0,,,,,
45891762,"Beast Master (The Temple Chronicles, #5)",Shayne Silvers,"Silvers, Shayne",,"=""""","=""""",0,4.40,"Argento Publishing, LLC",Kindle Edition,344,2019,2017,2022/01/07,2022/01/15,,,read,,,,1,,,0,,,,,
45891471,"Silver Tongue (The Temple Chronicles, #4)",Shayne Silvers,"Silvers, Shayne",,"=""""","=""""",0,4.39,"Argento Publishing, LLC",Kindle Edition,340,2016,2016,2022/01/05,2022/01/15,,,read,,,,1,,,0,,,,,
45891386,"Grimm (The Temple Chronicles, #3)",Shayne Silvers,"Silvers, Shayne",,"=""""","=""""",0,4.32,"Argento Publishing, LLC",Kindle Edition,350,2016,,2022/01/03,2022/01/15,,,read,,,,1,,,0,,,,,
45891202,"Blood Debts (The Nate Temple Series, #2)",Shayne Silvers,"Silvers, Shayne",,"=""""","=""""",0,4.30,"Argento Publishing, LLC",Kindle Edition,360,2015,2015,2022/01/01,2022/01/15,,,read,,,,1,,,0,,,,,
36566670,"Witch's Reign (Desert Cursed, #1)",Shannon Mayer,"Mayer, Shannon",,"=""""","=""""",0,4.10,Hijinks Ink Publishing,Kindle Edition,370,2018,2018,2022/01/15,2022/01/15,,,read,,,,1,,,0,,,,,
36686953,"Chaos (The Four Horsemen, #5)",L.J. Swallow,"Swallow, L.J.",,"=""""","=""""",0,4.07,Amazon Digital Services,Kindle Edition,194,2018,2018,2021/12/31,2021/12/31,,,read,,,,1,,,0,,,,,
36395054,"Guardians (The Four Horsemen, #4)",L.J. Swallow,"Swallow, L.J.",,"=""""","=""""",0,3.96,,Kindle Edition,,2017,2017,2021/12/29,2021/12/31,,,read,,,,1,,,0,,,,,
36188411,"Hunted (The Four Horsemen, #3)",L.J. Swallow,"Swallow, L.J.",,"=""""","=""""",0,3.96,,Kindle Edition,,2017,2017,2021/12/24,2021/12/31,,,read,,,,1,,,0,,,,,
35915654,"Bound (The Four Horsemen, #2)",L.J. Swallow,"Swallow, L.J.",,"=""""","=""""",0,3.87,Amazon Digital Services,Kindle Edition,170,2017,2017,,2021/12/31,,,read,,,,1,,,0,,,,,
45891636,"Obsidian Son (The Nate Temple Series, #1)",Shayne Silvers,"Silvers, Shayne",,"=""""","=""""",0,4.06,"Argento Publishing, LLC",Kindle Edition,328,2012,2012,2021/12/30,2021/12/31,,,read,,,,1,,,0,,,,,
44767229,"Black Sheep (Feathers and Fire, #6)",Shayne Silvers,"Silvers, Shayne",,"=""""","=""""",0,4.62,"Argento Publishing, LLC",Kindle Edition,437,2019,2019,2021/12/29,2021/12/31,,,read,,,,1,,,0,,,,,
42401311,"Sinner (Feathers and Fire, #5)",Shayne Silvers,"Silvers, Shayne",,"=""""","=""""",0,4.55,"Argento Publishing, LLC",Kindle Edition,304,2018,2018,2021/12/27,2021/12/31,,,read,,,,1,,,0,,,,,
39599369,"Angel's Roar (Feathers and Fire, #4)",Shayne Silvers,"Silvers, Shayne",,"=""""","=""""",0,4.54,"Argento Publishing, LLC",Kindle Edition,353,2018,2018,2021/12/26,2021/12/31,,,read,,,,1,,,0,,,,,
37921827,"Whispers (Feathers and Fire, #3)",Shayne Silvers,"Silvers, Shayne",,"=""""","=""""",0,4.51,"Argento Publishing, LLC",Kindle Edition,310,2018,2018,2021/12/24,2021/12/31,,,read,,,,1,,,0,,,,,
55444973,"Rage (Feathers and Fire, #2)",Shayne Silvers,"Silvers, Shayne",,"=""""","=""""",0,4.48,"Argento Publishing, LLC",Kindle Edition,,2017,2017,2021/12/22,2021/12/31,,,read,,,,1,,,0,,,,,
35889058,"Legacy (The Four Horsemen, #1)",L.J. Swallow,"Swallow, L.J.",,"=""""","=""""",0,3.60,Amazon Digital Services,Kindle Edition,133,2017,2017,2021/12/20,2021/12/31,,,read,,,,1,,,0,,,,,
55444915,"Unchained (Feathers and Fire, #1)",Shayne Silvers,"Silvers, Shayne",,"=""""","=""""",0,4.15,Argento Publishing,Kindle Edition,,2017,2017,2021/12/21,2021/12/31,,,read,,,,1,,,0,,,,,
76240,The Adventures and the Memoirs of Sherlock Holmes,Arthur Conan Doyle,"Doyle, Arthur Conan",Scott McKowen,"=""140271453X""","=""9781402714535""",0,4.25,Sterling Children's Books,Hardcover,569,2004,,,2010/07/07,classics,classics (#2),read,,,,1,,,0,,,,,
39947209,"Shadow Magic (Darkling Mage, #1)",Nazri Noor,"Noor, Nazri",,"=""""","=""""",0,3.95,Amazon Digital Services LLC,Kindle Edition,304,2018,2018,2021/12/18,2021/12/18,,,read,,,,1,,,0,,,,,
58552170,The Visit (Black Stars #1),Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""""","=""""",0,3.97,Amazon Original Stories,Kindle Edition,20,2021,2021,2021/12/17,2021/12/17,,,read,,,,1,,,0,,,,,
58901217,We Travel the Spaceways (Black Stars #6),Victor LaValle,"LaValle, Victor",,"=""""","=""""",0,3.91,,Kindle Edition,40,2021,2021,2021/12/17,2021/12/17,,,read,,,,1,,,0,,,,,
58643129,Clap Back (Black Stars #5),Nalo Hopkinson,"Hopkinson, Nalo",,"=""""","=""""",0,3.85,Amazon Original Stories,Kindle Edition,21,2021,2021,2021/12/17,2021/12/17,,,read,,,,1,,,0,,,,,
58899596,These Alien Skies (Black Stars #4),C.T. Rwizi,"Rwizi, C.T.",,"=""""","=""""",0,4.27,,Kindle Edition,25,2021,2021,2021/12/17,2021/12/17,,,read,,,,1,,,0,,,,,
58647676,2043...A Merman I Should Turn to Be (Black Stars #3),Nisi Shawl,"Shawl, Nisi",,"=""""","=""""",0,3.07,Amazon Original Stories,Kindle Edition,31,2021,2021,2021/12/17,2021/12/17,,,read,,,,1,,,0,,,,,
58647675,The Black Pages (Black Stars #2),Nnedi Okorafor,"Okorafor, Nnedi",,"=""""","=""""",0,3.84,Amazon Original Stories,Kindle Edition,31,2021,2021,2021/12/17,2021/12/17,,,read,,,,1,,,0,,,,,
4445748,A Mere Formality,Ilona Andrews,"Andrews, Ilona",,"=""""","=""""",0,3.84,Ilona Andrews,ebook,26,2008,2008,2021/12/17,2021/12/17,,,read,,,,1,,,0,,,,,
12620241,"Silver Shark (Kinsmen, #2)",Ilona Andrews,"Andrews, Ilona",,"=""0983954615""","=""9780983954613""",0,4.26,NYLA,ebook,129,2011,2011,2021/12/17,2021/12/16,,,read,,,,1,,,0,,,,,
6395945,"Silent Blade (Kinsmen, #1)",Ilona Andrews,"Andrews, Ilona",,"=""1605045748""","=""9781605045740""",0,3.95,Samhain Publishing,ebook,42,2009,2009,2021/12/17,2010/07/07,,,read,,,,1,,,0,,,,,
59011438,"Fated Blades (Kinsmen, #3)",Ilona Andrews,"Andrews, Ilona",,"=""""","=""""",0,4.44,Montlake,Kindle Edition,222,2021,2021,2021/12/17,2021/12/16,,,read,,,,1,,,0,,,,,
53414219,Dragon His Heels (Taming the Dragon #1),Tami Lund,"Lund, Tami",,"=""""","=""""",0,4.10,,Kindle Edition,151,2020,2018,2021/12/15,2021/12/15,,,read,,,,1,,,0,,,,,
56178856,"Junkyard Bargain (Junkyard Cats, #2)",Faith Hunter,"Hunter, Faith",Khristine Hvam,"=""""","=""""",0,4.33,Audible Originals,Audible Audio,6,2021,2021,2021/12/15,2021/12/15,,,read,,,,1,,,0,,,,,
50001285,Junkyard Cats (Junkyard Cats #1),Faith Hunter,"Hunter, Faith",Khristine Hvam,"=""""","=""""",4,3.77,Audible Studios,Audible Audio,5,2020,2020,2020/01/03,2020/01/07,,,read,,,,2,,,0,,,,,
54157711,"Harpy's Mission (Supernatural Retrieval Agency, #1)",Laura Greenwood,"Greenwood, Laura",,"=""""","=""""",0,4.10,Drowlgon Press ,Kindle Edition,128,2021,2021,2021/11/15,2021/12/15,,,read,,,,1,,,0,,,,,
34849162,The Personalized Diet: Discover Your Unique Diet Profile and Eat Right for You,Eran Elinav,"Elinav, Eran","Eran Segal, Eve Adamson","=""1478918802""","=""9781478918806""",0,3.91,Grand Central Life & Style,Hardcover,368,2017,,2021/12/12,2021/12/14,,,read,,,,1,,,0,,,,,
57486214,"Miss Moriarty, I Presume? (Lady Sherlock, #6)",Sherry Thomas,"Thomas, Sherry",,"=""0593200586""","=""9780593200582""",0,4.14,Berkley Books,Paperback,357,2021,2021,2021/12/14,2021/12/14,,,read,,,,1,,,0,,,,,
49655634,"Murder on Cold Street (Lady Sherlock, #5)",Sherry Thomas,"Thomas, Sherry",,"=""0451492498""","=""9780451492494""",0,4.22,Berkley Books,Paperback,344,2020,2020,2021/12/12,2021/12/14,,,read,,,,1,,,0,,,,,
7743175,"A Memory of Light (The Wheel of Time, #14)",Robert Jordan,"Jordan, Robert",Brandon Sanderson,"=""0765325950""","=""9780765325952""",0,4.52,Tor Books,Hardcover,912,2013,2013,2021/12/06,2021/12/14,,,read,,,,1,,,0,,,,,
8253920,"Towers of Midnight (The Wheel of Time, #13)",Robert Jordan,"Jordan, Robert",Brandon Sanderson,"=""0765325942""","=""9780765325945""",0,4.44,Tom Doherty Associates TOR Fantasy,Hardcover,863,2010,2010,2021/12/03,2021/12/14,,,read,,,,1,,,0,,,,,
1166599,"The Gathering Storm (The Wheel of Time, #12)",Robert Jordan,"Jordan, Robert",Brandon Sanderson,"=""0765302306""","=""9780765302304""",0,4.38,Tor Books,Hardcover,783,2009,2009,2021/11/27,2021/12/14,,,read,,,,1,,,0,,,,,
2486409,"Knife of Dreams (Wheel of Time, #11)",Robert Jordan,"Jordan, Robert",,"=""1417774355""","=""9781417774357""",0,4.16,Turtleback Books,Hardcover,860,2006,2005,2021/11/24,2010/07/07,,,read,,,,1,,,0,,,,,
332210,"Crossroads of Twilight (The Wheel of Time, #10)",Robert Jordan,"Jordan, Robert",,"=""0812571339""","=""9780812571332""",0,3.80,Tor Fantasy,Mass Market Paperback,846,2003,2003,2021/11/18,2010/07/07,,,read,,,,1,,,0,,,,,
13891,"Winter's Heart (The Wheel of Time, #9)",Robert Jordan,"Jordan, Robert",,"=""081257558X""","=""9780812575583""",0,3.95,Tor Fantasy,Mass Market Paperback,780,2002,2000,2021/11/15,2010/07/07,,,read,,,,1,,,0,,,,,
58611859,The Egyptian Mystery (Penny Green #11),Emily Organ,"Organ, Emily",,"=""""","=""""",0,4.34,,Kindle Edition,297,2021,,2021/11/08,2021/11/15,,,read,,,,1,,,0,,,,,
56969455,She Kills Me: The True Stories of History's Deadliest Women,Jennifer   Wright,"Wright, Jennifer",,"=""1419748467""","=""9781419748462""",0,3.73,Harry N. Abrams,Hardcover,176,2021,2021,2021/11/12,2021/11/15,,,read,,,,1,,,0,,,,,
57055809,Flowers for the Sea,Zin E. Rocklyn,"Rocklyn, Zin E.",,"=""1250804035""","=""9781250804037""",0,3.60,Tordotcom,Paperback,112,2021,2021,2021/11/07,2021/11/15,,,read,,,,1,,,0,,,,,
52689699,"Arctic Bite (Forgotten Brotherhood, #2)",N.J. Walters,"Walters, N.J.",,"=""168281596X""","=""9781682815960""",0,4.08,Entangled: Amara,ebook,400,2020,2020,2021/11/11,2021/11/15,,,read,,,,1,,,0,,,,,
51626322,"Fury Unleashed (Forgotten Brotherhood, #1)",N.J. Walters,"Walters, N.J.",,"=""""","=""9798616506023""",0,3.93,Independently Published,Paperback,400,2020,2020,2021/11/03,2021/11/15,,,read,,,,1,,,0,,,,,
618162,"The Path of Daggers (Wheel of Time, #8)",Robert Jordan,"Jordan, Robert",,"=""0312857691""","=""9780312857691""",0,3.92,Tor Books,Hardcover,604,1998,1998,2021/11/10,2010/07/07,,,read,,,,1,,,0,,,,,
1111598,"A Crown of Swords (Wheel of Time, #7)",Robert Jordan,"Jordan, Robert",,"=""0613176308""","=""9780613176309""",0,4.05,Turtleback Books,Hardcover,896,1997,1996,2021/10/30,2010/07/07,,,read,,,,1,,,0,,,,,
865324,"Lord of Chaos (Wheel of Time, #6)",Robert Jordan,"Jordan, Robert",,"=""185723300X""","=""9781857233001""",0,4.15,Orbit,Paperback,1035,1995,1994,2021/10/25,2010/07/07,,,read,,,,1,,,0,,,,,
58451253,"Devils and the Dead (Accidental Witches, #7)",Debra Dunbar,"Dunbar, Debra",,"=""""","=""""",0,4.37,,Kindle Edition,175,2021,2021,2021/10/27,2021/11/15,,,read,,,,1,,,0,,,,,
54568966,"Fiends and Familiars (Accidental Witches, #6)",Debra Dunbar,"Dunbar, Debra",,"=""""","=""""",0,4.28,,Kindle Edition,167,2020,2020,2021/10/24,2021/11/15,,,read,,,,1,,,0,,,,,
52748302,"Minions and Magic (Accidental Witches, #5)",Debra Dunbar,"Dunbar, Debra",,"=""""","=""""",0,4.18,,Kindle Edition,175,2019,2019,2021/10/22,2021/10/22,,,read,,,,1,,,0,,,,,
44767598,"Hell and Hexes (Accidental Witches, #4)",Debra Dunbar,"Dunbar, Debra",,"=""""","=""""",0,4.20,Amazon Digital Services LLC,Kindle Edition,200,2019,2019,2021/10/17,2021/10/22,,,read,,,,1,,,0,,,,,
43533791,"Death and Divination (Accidental Witches, #3)",Debra Dunbar,"Dunbar, Debra",,"=""""","=""""",0,4.07,Amazon Digital Services LLC,Kindle Edition,177,2019,2019,2021/10/15,2021/10/22,,,read,,,,1,,,0,,,,,
43523572,"Warmongers and Wands (Accidental Witches, #2)",Debra Dunbar,"Dunbar, Debra",,"=""""","=""""",0,4.10,,Kindle Edition,166,2019,2019,2021/10/13,2021/10/22,,,read,,,,1,,,0,,,,,
43203482,"Brimstone and Broomsticks (Accidental Witches, #1)",Debra Dunbar,"Dunbar, Debra",,"=""""","=""""",0,3.99,,Kindle Edition,177,2019,2018,2021/10/10,2021/10/22,,,read,,,,1,,,0,,,,,
13895,"The Fires of Heaven (The Wheel of Time, #5)",Robert Jordan,"Jordan, Robert",,"=""1857232097""","=""9781857232097""",0,4.17,Orbit,Paperback,912,1994,1993,2021/10/20,2010/07/07,,,read,,,,1,,,0,,,,,
539392,"The Shadow Rising (Wheel of Time, #4)",Robert Jordan,"Jordan, Robert",,"=""185723121X""","=""9781857231212""",0,4.25,Orbit,Paperback,1031,1993,1992,2021/10/12,2010/07/07,,,read,,,,1,,,0,,,,,
867544,"The Dragon Reborn (Wheel of Time, #3)",Robert Jordan,"Jordan, Robert",,"=""1857230655""","=""9781857230659""",0,4.26,Orbit,Mass Market Paperback,674,2006,1991,2021/10/09,2010/07/07,,,read,,,,1,,,0,,,,,
39735701,Boundless (The Queen's Alpha #6),W.J. May,"May, W.J.",,"=""""","=""""",0,4.37,,Kindle Edition,204,2018,2018,2021/10/05,2021/10/22,,,read,,,,1,,,0,,,,,
233649,"The Great Hunt (The Wheel of Time, #2)",Robert Jordan,"Jordan, Robert",,"=""0812517725""","=""9780812517729""",0,4.24,Tor Books,Mass Market Paperback,705,1991,1990,2021/10/05,2021/10/05,,,read,,,,1,,,0,,,,,
228665,"The Eye of the World (The Wheel of Time, #1)",Robert Jordan,"Jordan, Robert",,"=""0812511816""","=""9780812511819""",0,4.18,Tor Books,Mass Market Paperback,814,1990,1990,2021/10/01,2010/07/07,,,read,,,,1,,,0,,,,,
39296241,Forever (The Queen's Alpha #5),W.J. May,"May, W.J.",,"=""""","=""""",0,4.34,,Kindle Edition,198,2018,2018,2021/10/03,2021/10/05,,,read,,,,1,,,0,,,,,
39085745,Evermore (The Queen's Alpha #4),W.J. May,"May, W.J.",,"=""""","=""""",0,4.31,,Kindle Edition,204,2018,2018,2021/09/30,2021/10/05,,,read,,,,1,,,0,,,,,
38329830,Unceasing (The Queen's Alpha #3),W.J. May,"May, W.J.",,"=""""","=""""",0,4.29,Dark Shadow Publishing,Kindle Edition,184,2018,2018,2021/09/27,2021/10/05,,,read,,,,1,,,0,,,,,
539394,"New Spring (Wheel of Time, #0)",Robert Jordan,"Jordan, Robert",,"=""0765314673""","=""9780765314673""",0,4.04,Tor Books,Hardcover,336,2005,2004,2021/09/27,2010/07/07,,,read,,,,1,,,0,,,,,
57749741,"Dragonblight (Dragon Interim, #1)",Katie MacAlister,"MacAlister, Katie",,"=""""","=""""",0,3.94,,Kindle Edition,,2021,2021,2021/09/25,2021/09/25,,,read,,,,1,,,0,,,,,
37906614,Everlasting (The Queen's Alpha #2),W.J. May,"May, W.J.",,"=""""","=""""",0,4.17,Dark Shadow Publishing,Kindle Edition,206,2018,2018,2021/09/25,2021/09/25,,,read,,,,1,,,0,,,,,
37649463,Eternal (The Queen's Alpha #1),W.J. May,"May, W.J.",,"=""""","=""""",0,3.87,Dark Shadow Publishing,Kindle Edition,202,2018,2018,2021/09/23,2021/09/25,,,read,,,,1,,,0,,,,,
45434015,"When Sorrows Come (October Daye, #15)",Seanan McGuire,"McGuire, Seanan",,"=""0756415098""","=""9780756415099""",0,4.46,DAW,Hardcover,384,2021,2021,2021/09/17,2021/09/16,,,read,,,,1,,,0,,,,,
45434007,"A Killing Frost (October Daye, #14)",Seanan McGuire,"McGuire, Seanan",,"=""075641508X""","=""9780756415082""",0,4.34,DAW,Hardcover,368,2020,2020,2021/01/14,2021/01/14,,,read,,,,2,,,0,,,,,
56966496,Drop Dead Gorgeous,Lauren Landish,"Landish, Lauren",,"=""""","=""""",0,3.97,,Kindle Edition,381,2021,2021,2021/09/13,2021/09/13,,,read,,,,1,,,0,,,,,
28475015,"Last Breath (The Templar, #2)",Debra Dunbar,"Dunbar, Debra",,"=""""","=""""",4,4.13,,Kindle Edition,272,2016,2016,2021/09/12,2021/09/13,,,read,,,,1,,,0,,,,,
56218051,"Breaking Badger (Honey Badger Chronicles, #4)",Shelly Laurenston,"Laurenston, Shelly",,"=""1496730143""","=""9781496730145""",0,4.43,Kensington Publishing Corporation,Paperback,368,2021,2021,2021/09/08,2021/09/10,,,read,,,,1,,,0,,,,,
45416856,"Badger to the Bone (Honey Badger Chronicles, #3)",Shelly Laurenston,"Laurenston, Shelly",,"=""""","=""""",0,4.35,Kensington Books,Kindle Edition,416,2020,2020,2020/04/11,2020/04/13,,,read,,,,2,,,0,,,,,
40016214,"In a Badger Way (Honey Badger Chronicles, #2)",Shelly Laurenston,"Laurenston, Shelly",Charlotte Kane,"=""1541419774""","=""9781541419773""",0,4.34,Tantor Audio,Audio CD,,2019,2019,2020/04/07,2019/04/05,,,read,,,,3,,,0,,,,,
35534548,"Hot and Badgered (Honey Badger Chronicles, #1)",Shelly Laurenston,"Laurenston, Shelly",,"=""""","=""""",4,4.19,Kensington,Kindle Edition,433,2018,2018,2020/04/05,2018/04/03,,,read,,,,3,,,0,,,,,
36204293,The War on Normal People: The Truth About America's Disappearing Jobs and Why Universal Basic Income Is Our Future,Andrew   Yang,"Yang, Andrew",,"=""0316414247""","=""9780316414241""",0,4.31,Hachette Books,Hardcover,304,2018,2018,2021/09/02,2021/09/04,,,read,,,,2,,,0,,,,,
54303131,The Russian Cage (Gunnie Rose #3),Charlaine Harris,"Harris, Charlaine",,"=""1481494996""","=""9781481494991""",0,4.11,Gallery / Saga Press,Hardcover,304,2021,2021,2021/09/01,2021/09/04,,,read,,,,1,,,0,,,,,
43801470,"Steampunk Cyborg (Mecha Origin, #1)",Eve Langlais,"Langlais, Eve",,"=""""","=""""",0,3.67,,Kindle Edition,206,2019,2019,2021/08/26,2021/08/30,,,read,,,,1,,,0,,,,,
46221899,"A Longer Fall (Gunnie Rose, #2)",Charlaine Harris,"Harris, Charlaine",,"=""1481494953""","=""9781481494953""",0,4.03,Gallery / Saga Press,Hardcover,291,2020,2020,,2021/08/30,,,read,,,,1,,,0,,,,,
38136877,"An Easy Death (Gunnie Rose, #1)",Charlaine Harris,"Harris, Charlaine",,"=""""","=""""",4,3.84,Pocket Books,Paperback,336,2019,2018,2020/01/23,2018/12/15,,,read,,,,3,,,0,,,,,
34472927,"Kingdom of Shadow and Light (Fever, #11)",Karen Marie Moning,"Moning, Karen Marie",,"=""0399593713""","=""9780399593710""",0,4.16,Dell Books,Mass Market Paperback,521,2021,2021,2021/08/27,2021/08/30,,,read,,,,1,,,0,,,,,
35457273,"High Voltage (Fever, #10)",Karen Marie Moning,"Moning, Karen Marie",,"=""0399593667""","=""9780399593666""",0,4.31,Delacorte Press,Hardcover,496,2018,2018,2018/03/26,2018/03/26,,,read,,,,2,,,0,,,,,
12446825,"Feversong (Fever, #9)",Karen Marie Moning,"Moning, Karen Marie",,"=""""","=""""",5,4.39,Delacorte Press,Kindle Edition,512,2017,2017,2018/03/16,2017/01/22,,,read,,,,3,,,0,,,,,
12444298,"Feverborn (Fever, #8)",Karen Marie Moning,"Moning, Karen Marie",,"=""0385344422""","=""9780385344425""",4,4.22,Delacorte Press,Hardcover,436,2016,2016,2017/01/11,2017/01/12,,,read,,,,2,,,0,,,,,
50253429,Rodham,Curtis Sittenfeld,"Sittenfeld, Curtis",,"=""0399590919""","=""9780399590917""",0,3.83,Random House,Hardcover,417,2020,2020,2021/08/22,2021/08/22,,,read,,,,1,,,0,,,,,
12444297,"Burned (Fever, #7)",Karen Marie Moning,"Moning, Karen Marie",,"=""0385344414""","=""9780385344418""",4,4.16,Delacorte Press,Hardcover,475,2015,2015,2017/01/10,2015/02/17,,,read,,,,3,,,0,,,,,
12444166,"Iced (Fever, #6)",Karen Marie Moning,"Moning, Karen Marie",,"=""0385344406""","=""9780385344401""",4,4.09,Delacorte Press,Hardcover,512,2012,2012,2017/01/05,2012/10/01,,,read,,,,2,,,0,,,,,
7304203,"Shadowfever (Fever, #5)",Karen Marie Moning,"Moning, Karen Marie",,"=""0385341679""","=""9780385341677""",0,4.39,Delacorte Press,Hardcover,608,2011,2011,2011/01/23,2011/01/24,,,read,,,,2,,,0,,,,,
53137959,"A Good Day for Chardonnay (Sunshine Vicram, #2)",Darynda Jones,"Jones, Darynda",,"=""1250233119""","=""9781250233110""",0,4.35,St. Martin's Press,Hardcover,416,2021,2021,2021/08/07,2021/08/09,,,read,,,,1,,,0,,,,,
45046796,"A Bad Day for Sunshine (Sunshine Vicram, #1)",Darynda Jones,"Jones, Darynda",,"=""1250149444""","=""9781250149442""",4,4.11,St. Martin's Press,Hardcover,400,2020,2020,2019/10/28,2019/11/03,,,read,,,,2,,,0,,,,,
50097296,The Haunting of H. G. Wells,Robert Masello,"Masello, Robert",,"=""""","=""""",4,4.05,47North,Kindle Edition,393,2020,2020,2021/07/20,2021/08/09,,,read,,,,1,,,0,,,,,
21858478,New Pack Order (Pack #4),Eve Langlais,"Langlais, Eve",,"=""""","=""9781627620550""",0,4.05,Amira Press,ebook,,2014,2014,2021/07/12,2021/08/09,,,read,,,,1,,,0,,,,,
13641329,"Seeking Pack Redemption (Pack, #3)",Eve Langlais,"Langlais, Eve",,"=""""","=""9781937394578""",0,3.96,Eve Langlais,ebook,189,2012,2012,2021/07/10,2021/08/09,,,read,,,,1,,,0,,,,,
30402423,"Betraying the Pack (Pack, #2)",Eve Langlais,"Langlais, Eve",,"=""1533483396""","=""9781533483393""",0,3.87,Createspace Independent Publishing Platform,Paperback,252,2016,2011,2021/07/08,2021/08/09,,,read,,,,1,,,0,,,,,
6050298,"Dreamfever (Fever, #4)",Karen Marie Moning,"Moning, Karen Marie",,"=""0385341652""","=""9780385341653""",0,4.38,Delacorte Press,Hardcover,386,2009,2009,2011/01/20,2010/07/07,,,read,,,,2,,,0,,,,,
2702704,"Faefever (Fever, #3)",Karen Marie Moning,"Moning, Karen Marie",,"=""0385341636""","=""9780385341639""",0,4.29,Delacorte Press,Hardcover,327,2008,2008,,2021/08/09,,,read,,,,1,,,0,,,,,
344262,"Bloodfever (Fever, #2)",Karen Marie Moning,"Moning, Karen Marie",,"=""038533916X""","=""9780385339162""",0,4.26,Delacorte Press,Hardcover,303,2007,2007,,2021/08/09,,,read,,,,1,,,0,,,,,
112750,"Darkfever (Fever, #1)",Karen Marie Moning,"Moning, Karen Marie",,"=""0385339151""","=""9780385339155""",0,4.06,Delacorte Press,Hardcover,309,2006,2006,,2021/08/09,,,read,,,,1,,,0,,,,,
112749,"Into the Dreaming (Highlander, #8)",Karen Marie Moning,"Moning, Karen Marie",,"=""051514150X""","=""9780515141504""",0,3.96,Jove,Paperback,112,2006,2006,2021/07/09,2021/08/09,,,read,,,,1,,,0,,,,,
112751,"Spell of the Highlander (Highlander, #7)",Karen Marie Moning,"Moning, Karen Marie",,"=""0440240972""","=""9780440240976""",0,4.27,Dell,Paperback,394,2007,2005,2011/02/20,2010/07/07,,,read,,,,2,,,0,,,,,
112752,"The Immortal Highlander (Highlander, #6)",Karen Marie Moning,"Moning, Karen Marie",,"=""0440237564""","=""9780440237563""",0,4.29,Dell,Mass Market Paperback,348,2005,2004,2019/06/21,2010/07/07,,,read,,,,3,,,0,,,,,
